title,description,department,year
18.103 Fourier Analysis: Theory and Applications,"18.1031 Fourier Analysis: Theory and Applications()(Subject meets with18.103)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Roughly half the subject devoted to the theory of the Lebesgue integral with applications to probability, and half to Fourier series and Fourier integrals. Students in Course 18 must register for the undergraduate version, 18.103.Staff",Mathematics,2023
18.1031 Fourier Analysis: Theory and Applications,"18.104 Seminar in Analysis(,)Prereq:18.100A,18.100B,18.100P, or18.100QUnits: 3-0-9Lecture:MW11-12.30(2-151)Students present and discuss material from books or journals. Topics vary from year to year. Instruction and practice in written and oral communication provided. Enrollment limited.Fall:L. AlonSpring:T. Ozuch-MeerssemanNo required or recommended textbooks",Mathematics,2023
18.104 Seminar in Analysis,"18.112 Functions of a Complex Variable()(Subject meets with18.1121)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Studies the basic properties of analytic functions of one complex variable. Conformal mappings and the Poincare model of non-Euclidean geometry. Cauchy-Goursat theorem and Cauchy integral formula. Taylor and Laurent decompositions. Singularities, residues and computation of integrals. Harmonic functions and Dirichlet's problem for the Laplace equation. The partial fractions decomposition. Infinite series and infinite product expansions. The Gamma function. The Riemann mapping theorem. Elliptic functions.J. Shi",Mathematics,2023
18.112 Functions of a Complex Variable,"18.1121 Functions of a Complex Variable()(Subject meets with18.112)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Studies the basic properties of analytic functions of one complex variable. Conformal mappings and the Poincare model of non-Euclidean geometry. Cauchy-Goursat theorem and Cauchy integral formula. Taylor and Laurent decompositions. Singularities, residues and computation of integrals. Harmonic functions and Dirichlet's problem for the Laplace equation. The partial fractions decomposition. Infinite series and infinite product expansions. The Gamma function. The Riemann mapping theorem. Elliptic functions. Students in Course 18 must register for the undergraduate version, 18.112.Staff",Mathematics,2023
18.1121 Functions of a Complex Variable,"18.116 Riemann Surfaces()Prereq:18.112Units: 3-0-9Riemann surfaces, uniformization, Riemann-Roch Theorem. Theory of elliptic functions and modular forms. Some applications, such as to number theory.Staff",Mathematics,2023
18.116 Riemann Surfaces,"18.117 Topics in Several Complex Variables()Prereq:18.112and18.965Units: 3-0-9Harmonic theory on complex manifolds, Hodge decomposition theorem, Hard Lefschetz theorem. Vanishing theorems. Theory of Stein manifolds. As time permits students also study holomorphic vector bundles on Kahler manifolds.Staff",Mathematics,2023
18.117 Topics in Several Complex Variables,18.118 Topics in Analysis()Prereq: Permission of instructorUnits: 3-0-9Topics vary from year to year.Staff,Mathematics,2023
18.118 Topics in Analysis,"18.125 Measure Theory and Analysis()Prereq:18.100A,18.100B,18.100P, or18.100QUnits: 3-0-9Provides a rigorous introduction to Lebesgue's theory of measure and integration. Covers material that is essential in analysis, probability theory, and differential geometry.Staff",Mathematics,2023
18.125 Measure Theory and Analysis,18.137 Topics in Geometric Partial Differential Equations()Prereq: Permission of instructorUnits: 3-0-9Topics vary from year to year.T. Colding,Mathematics,2023
18.137 Topics in Geometric Partial Differential Equations,"18.152 Introduction to Partial Differential Equations()(Subject meets with18.1521)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Introduces three main types of partial differential equations: diffusion, elliptic, and hyperbolic. Includes mathematical tools, real-world examples and applications, such as the Black-Scholes equation, the European options problem, water waves, scalar conservation laws, first order equations and traffic problems.F. Hernandez",Mathematics,2023
18.152 Introduction to Partial Differential Equations,"18.1521 Introduction to Partial Differential Equations()(Subject meets with18.152)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Introduces three main types of partial differential equations: diffusion, elliptic, and hyperbolic. Includes mathematical tools, real-world examples and applications, such as the Black-Scholes equation, the European options problem, water waves, scalar conservation laws, first order equations and traffic problems. Students in Course 18 must register for the undergraduate version, 18.152.Staff",Mathematics,2023
18.1521 Introduction to Partial Differential Equations,"18.155 Differential Analysis I()Prereq:18.102or18.103Units: 3-0-9First part of a two-subject sequence. Review of Lebesgue integration. Lp spaces. Distributions. Fourier transform. Sobolev spaces. Spectral theorem, discrete and continuous spectrum. Homogeneous distributions. Fundamental solutions for elliptic, hyperbolic and parabolic differential operators. Recommended prerequisite: 18.112.A. Logunov",Mathematics,2023
18.155 Differential Analysis I,"18.156 Differential Analysis II()Prereq:18.155Units: 3-0-9Lecture:TR1-2.30(2-142)Second part of a two-subject sequence. Covers variable coefficient elliptic, parabolic and hyperbolic partial differential equations.L. GuthNo required or recommended textbooks",Mathematics,2023
18.156 Differential Analysis II,"18.157 Introduction to Microlocal Analysis()Prereq:18.155Units: 3-0-9The semi-classical theory of partial differential equations. Discussion of Pseudodifferential operators, Fourier integral operators, asymptotic solutions of partial differential equations, and the spectral theory of Schroedinger operators from the semi-classical perspective. Heavy emphasis placed on the symplectic geometric underpinnings of this subject.Staff",Mathematics,2023
18.157 Introduction to Microlocal Analysis,18.158 Topics in Differential Equations()Prereq:18.157Units: 3-0-9Lecture:MW1-2.30(2-147)Topics vary from year to year.A. LogunovNo textbook information available,Mathematics,2023
18.158 Topics in Differential Equations,18.199 Graduate Analysis Seminar()Prereq: Permission of instructorUnits: 3-0-9Studies original papers in differential analysis and differential equations. Intended for first- and second-year graduate students. Permission must be secured in advance.Staff,Mathematics,2023
18.199 Graduate Analysis Seminar,"18.200 Principles of Discrete Applied Mathematics()Prereq: None.Coreq:18.06Units: 4-0-11Credit cannot also be received for18.200ALimited 45.Lecture:MWF2(2-190)Recitation:R10(2-146) orR1(2-146) orR2(2-146)Study of illustrative topics in discrete applied mathematics, including probability theory, information theory, coding theory, secret codes, generating functions, and linear programming. Instruction and practice in written communication provided. Enrollment limited.P. ShorNo required or recommended textbooks",Mathematics,2023
18.200 Principles of Discrete Applied Mathematics,"18.200A Principles of Discrete Applied Mathematics()Prereq: None.Coreq:18.06Units: 3-0-9Credit cannot also be received for18.200Study of illustrative topics in discrete applied mathematics, including probability theory, information theory, coding theory, secret codes, generating functions, and linear programming.Staff",Mathematics,2023
18.200A Principles of Discrete Applied Mathematics,"18.204 Undergraduate Seminar in Discrete Mathematics(,)Prereq: ((6.1200or18.200) and (18.06,18.700, or18.701)) or permission of instructorUnits: 3-0-9Lecture:TR2.30-4 (LIMITED 15 EACH S ..(2-151) orTR2.30-4(4-237,2-147)Seminar in combinatorics, graph theory, and discrete mathematics in general. Participants read and present papers from recent mathematics literature. Instruction and practice in written and oral communication provided. Enrollment limited.Fall:M. DharSpring:M. DharNo textbook information available",Mathematics,2023
18.204 Undergraduate Seminar in Discrete Mathematics,"18.211 Combinatorial Analysis()Prereq:Calculus II (GIR)and (18.06,18.700, or18.701)Units: 3-0-9Combinatorial problems and methods for their solution. Enumeration, generating functions, recurrence relations, construction of bijections. Introduction to graph theory. Prior experience with abstraction and proofs is helpful.M. Simkin",Mathematics,2023
18.211 Combinatorial Analysis,"18.212 Algebraic Combinatorics()Prereq:18.701or18.703Units: 3-0-9Lecture:MWF1(4-237)Applications of algebra to combinatorics. Topics include walks in graphs, the Radon transform, groups acting on posets, Young tableaux, electrical networks.A. PostnikovNo textbook information available",Mathematics,2023
18.212 Algebraic Combinatorics,18.217 Combinatorial Theory()Prereq: Permission of instructorUnits: 3-0-9Content varies from year to year.A. Postnikov,Mathematics,2023
18.217 Combinatorial Theory,18.218 Topics in Combinatorics()Prereq: Permission of instructorUnits: 3-0-9Topics vary from year to year.Staff,Mathematics,2023
18.218 Topics in Combinatorics,18.219 Seminar in Combinatorics()Not offered regularly; consult departmentPrereq: Permission of instructorUnits: 3-0-9Content varies from year to year. Readings from current research papers in combinatorics. Topics to be chosen and presented by the class.Staff,Mathematics,2023
18.219 Seminar in Combinatorics,"18.225 Graph Theory and Additive Combinatorics()Prereq: ((18.701or18.703) and (18.100A,18.100B,18.100P, or18.100Q)) or permission of instructorUnits: 3-0-9Introduction to extremal graph theory and additive combinatorics. Highlights common themes, such as the dichotomy between structure versus pseudorandomness. Topics include Turan-type problems, Szemeredi's regularity lemma and applications, pseudorandom graphs, spectral graph theory, graph limits, arithmetic progressions (Roth, Szemeredi, Green-Tao), discrete Fourier analysis, Freiman's theorem on sumsets and structure. Discusses current research topics and open problems.Y. Zhao",Mathematics,2023
18.225 Graph Theory and Additive Combinatorics,"18.226 Probabilistic Methods in Combinatorics()Prereq: (18.211,18.600, and (18.100A,18.100B,18.100P, or18.100Q)) or permission of instructorUnits: 3-0-9Introduction to the probabilistic method, a fundamental and powerful technique in combinatorics and theoretical computer science. Focuses on methodology as well as combinatorial applications. Suitable for students with strong interest and background in mathematical problem solving. Topics include linearity of expectations, alteration, second moment, Lovasz local lemma, correlation inequalities, Janson inequalities, concentration inequalities, entropy method.S. Luo",Mathematics,2023
18.226 Probabilistic Methods in Combinatorics,"18.300 Principles of Continuum Applied Mathematics()Prereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9Lecture:TR2.30-4(4-145)Covers fundamental concepts in continuous applied mathematics. Applications from traffic flow, fluids, elasticity, granular flows, etc. Also covers continuum limit; conservation laws, quasi-equilibrium; kinematic waves; characteristics, simple waves, shocks; diffusion (linear and nonlinear); numerical solution of wave equations; finite differences, consistency, stability; discrete and fast Fourier transforms; spectral methods; transforms and series (Fourier, Laplace). Additional topics may include sonic booms, Mach cone, caustics, lattices, dispersion and group velocity. Uses MATLAB computing environment.L. DemanetNo textbook information available",Mathematics,2023
18.300 Principles of Continuum Applied Mathematics,"18.303 Linear Partial Differential Equations: Analysis and Numerics()Prereq:18.06or18.700Units: 3-0-9Provides students with the basic analytical and computational tools of linear partial differential equations (PDEs) for practical applications in science and engineering, including heat/diffusion, wave, and Poisson equations. Analytics emphasize the viewpoint of linear algebra and the analogy with finite matrix problems. Studies operator adjoints and eigenproblems, series solutions, Green's functions, and separation of variables. Numerics focus on finite-difference and finite-element techniques to reduce PDEs to matrix problems, including stability and convergence analysis and implicit/explicit timestepping. Some programming required for homework and final project.Staff",Mathematics,2023
18.303 Linear Partial Differential Equations: Analysis and Numerics,"18.305 Advanced Analytic Methods in Science and Engineering()Prereq:18.04,18.075, or18.112Units: 3-0-9Covers expansion around singular points: the WKB method on ordinary and partial differential equations; the method of stationary phase and the saddle point method; the two-scale method and the method of renormalized perturbation; singular perturbation and boundary-layer techniques; WKB method on partial differential equations.Staff",Mathematics,2023
18.305 Advanced Analytic Methods in Science and Engineering,"18.306 Advanced Partial Differential Equations with Applications()Prereq: (18.03or18.032) and (18.04,18.075, or18.112)Units: 3-0-9Concepts and techniques for partial differential equations, especially nonlinear. Diffusion, dispersion and other phenomena. Initial and boundary value problems. Normal mode analysis, Green's functions, and transforms. Conservation laws, kinematic waves, hyperbolic equations, characteristics shocks, simple waves. Geometrical optics, caustics. Free-boundary problems. Dimensional analysis. Singular perturbation, boundary layers, homogenization. Variational methods. Solitons. Applications from fluid dynamics, materials science, optics, traffic flow, etc.Staff",Mathematics,2023
18.306 Advanced Partial Differential Equations with Applications,18.327 Topics in Applied Mathematics()Prereq: Permission of instructorUnits: 3-0-9Topics vary from year to year.Staff,Mathematics,2023
18.327 Topics in Applied Mathematics,"18.330 Introduction to Numerical Analysis()Not offered regularly; consult departmentPrereq:Calculus II (GIR)and (18.03or18.032)Units: 3-0-9Basic techniques for the efficient numerical solution of problems in science and engineering. Root finding, interpolation, approximation of functions, integration, differential equations, direct and iterative methods in linear algebra. Knowledge of programming in a language such as MATLAB, Python, or Julia is helpful.Staff",Mathematics,2023
18.330 Introduction to Numerical Analysis,"18.335[J] Introduction to Numerical Methods()(Same subject as6.7310[J])Prereq:18.06,18.700, or18.701Units: 3-0-9Lecture:MW9.30-11(2-190)Advanced introduction to numerical analysis: accuracy and efficiency of numerical algorithms. In-depth coverage of sparse-matrix/iterative and dense-matrix algorithms in numerical linear algebra (for linear systems and eigenproblems). Floating-point arithmetic, backwards error analysis, conditioning, and stability. Other computational topics (e.g., numerical integration or nonlinear optimization) may also be surveyed. Final project involves some programming.S. ChenTextbooks (Spring 2025)",Mathematics,2023
18.335[J] Introduction to Numerical Methods,"18.336[J] Fast Methods for Partial Differential and Integral Equations(,)(Same subject as6.7340[J])Prereq:6.7300,16.920,18.085,18.335, or permission of instructorUnits: 3-0-9Unified introduction to the theory and practice of modern, near linear-time, numerical methods for large-scale partial-differential and integral equations. Topics include preconditioned iterative methods; generalized Fast Fourier Transform and other butterfly-based methods; multiresolution approaches, such as multigrid algorithms and hierarchical low-rank matrix decompositions; and low and high frequency Fast Multipole Methods. Example applications include aircraft design, cardiovascular system modeling, electronic structure computation, and tomographic imaging.Staff",Mathematics,2023
18.336[J] Fast Methods for Partial Differential and Integral Equations,"18.337[J] Parallel Computing and Scientific Machine Learning()(Same subject as6.7320[J])Prereq:18.06,18.700, or18.701Units: 3-0-9Introduction to scientific machine learning with an emphasis on developing scalable differentiable programs. Covers scientific computing topics (numerical differential equations, dense and sparse linear algebra, Fourier transformations, parallelization of large-scale scientific simulation) simultaneously with modern data science (machine learning, deep neural networks, automatic differentiation), focusing on the emerging techniques at the connection between these areas, such as neural differential equations and physics-informed deep learning. Provides direct experience with the modern realities of optimizing code performance for supercomputers, GPUs, and multicores in a high-level language.Staff",Mathematics,2023
18.337[J] Parallel Computing and Scientific Machine Learning,"18.338 Eigenvalues of Random Matrices()Prereq:18.701or permission of instructorUnits: 3-0-9Covers the modern main results of random matrix theory as it is currently applied in engineering and science. Topics include matrix calculus for finite and infinite matrices (e.g., Wigner's semi-circle and Marcenko-Pastur laws), free probability, random graphs, combinatorial methods, matrix statistics, stochastic operators, passage to the continuum limit, moment methods, and compressed sensing. Knowledge of Julia helpful, but not required.A. Edelman",Mathematics,2023
18.338 Eigenvalues of Random Matrices,"18.352[J] Nonlinear Dynamics: The Natural Environment()Not offered regularly; consult department(Same subject as12.009[J])Prereq:Calculus II (GIR)andPhysics I (GIR);Coreq:18.03Units: 3-0-9Analyzes cooperative processes that shape the natural environment, now and in the geologic past. Emphasizes the development of theoretical models that relate the physical and biological worlds, the comparison of theory to observational data, and associated mathematical methods. Topics include carbon cycle dynamics; ecosystem structure, stability and complexity; mass extinctions; biosphere-geosphere coevolution; and climate change. Employs techniques such as stability analysis; scaling; null model construction; time series and network analysis.D. H. Rothman",Mathematics,2023
18.352[J] Nonlinear Dynamics: The Natural Environment,"18.353[J] Nonlinear Dynamics: Chaos()(Same subject as2.050[J],12.006[J])Prereq:Physics II (GIR)and (18.03or18.032)Units: 3-0-9Introduction to nonlinear dynamics and chaos in dissipative systems. Forced and parametric oscillators. Phase space. Periodic, quasiperiodic, and aperiodic flows. Sensitivity to initial conditions and strange attractors. Lorenz attractor. Period doubling, intermittency, and quasiperiodicity. Scaling and universality. Analysis of experimental data: Fourier transforms, Poincare sections, fractal dimension, and Lyapunov exponents. Applications to mechanical systems, fluid dynamics, physics, geophysics, and chemistry. See 12.207J/18.354J for Nonlinear Dynamics: Continuum Systems.R. Rosales",Mathematics,2023
18.353[J] Nonlinear Dynamics: Chaos,"18.354[J] Nonlinear Dynamics: Continuum Systems()(Same subject as1.062[J],12.207[J])(Subject meets with18.3541)Prereq:Physics II (GIR)and (18.03or18.032)Units: 3-0-9Lecture:TR9.30-11(2-143)General mathematical principles of continuum systems. From microscopic to macroscopic descriptions in the form of linear or nonlinear (partial) differential equations. Exact solutions, dimensional analysis, calculus of variations and singular perturbation methods. Stability, waves and pattern formation in continuum systems. Subject matter illustrated using natural fluid and solid systems found, for example, in geophysics and biology.N. DerrNo textbook information available",Mathematics,2023
18.354[J] Nonlinear Dynamics: Continuum Systems,"18.3541 Nonlinear Dynamics: Continuum Systems()(Subject meets with1.062[J],12.207[J],18.354[J])Prereq:Physics II (GIR)and (18.03or18.032)Units: 3-0-9Lecture:TR9.30-11(2-143)General mathematical principles of continuum systems. From microscopic to macroscopic descriptions in the form of linear or nonlinear (partial) differential equations. Exact solutions, dimensional analysis, calculus of variations and singular perturbation methods. Stability, waves and pattern formation in continuum systems. Subject matter illustrated using natural fluid and solid systems found, for example, in geophysics and biology. Students in Courses 1, 12, and 18 must register for undergraduate version, 18.354.B. PrimkulovNo textbook information available",Mathematics,2023
18.3541 Nonlinear Dynamics: Continuum Systems,"18.355 Fluid Mechanics()Prereq:2.25,12.800, or18.354Units: 3-0-9Topics include the development of Navier-Stokes equations, inviscid flows, boundary layers, lubrication theory, Stokes flows, and surface tension. Fundamental concepts illustrated through problems drawn from a variety of areas, including geophysics, biology, and the dynamics of sport. Particular emphasis on the interplay between dimensional analysis, scaling arguments, and theory. Includes classroom and laboratory demonstrations.Staff",Mathematics,2023
18.355 Fluid Mechanics,"18.357 Interfacial Phenomena()Prereq:2.25,12.800,18.354,18.355, or permission of instructorUnits: 3-0-9Lecture:MW3-4.30(2-151)Fluid systems dominated by the influence of interfacial tension. Elucidates the roles of curvature pressure and Marangoni stress in a variety of hydrodynamic settings. Particular attention to drops and bubbles, soap films and minimal surfaces, wetting phenomena, water-repellency, surfactants, Marangoni flows, capillary origami and contact line dynamics. Theoretical developments are accompanied by classroom demonstrations. Highlights the role of surface tension in biology.J. BushNo textbook information available",Mathematics,2023
18.357 Interfacial Phenomena,"18.358[J] Nonlinear Dynamics and Turbulence()(Same subject as1.686[J],2.033[J])(Subject meets with1.068)Prereq:1.060AUnits: 3-2-7Reviews theoretical notions of nonlinear dynamics, instabilities, and waves with applications in fluid dynamics. Discusses hydrodynamic instabilities leading to flow destabilization and transition to turbulence. Focuses on physical turbulence and mixing from homogeneous isotropic turbulence. Also covers topics such as rotating and stratified flows as they arise in the environment, wave-turbulence, and point source turbulent flows. Laboratory activities integrate theoretical concepts covered in lectures and problem sets. Students taking graduate version complete additional assignments.L. Bourouiba",Mathematics,2023
18.358[J] Nonlinear Dynamics and Turbulence,"18.367 Waves and Imaging()Prereq: Permission of instructorUnits: 3-0-9The mathematics of inverse problems involving waves, with examples taken from reflection seismology, synthetic aperture radar, and computerized tomography. Suitable for graduate students from all departments who have affinities with applied mathematics. Topics include acoustic, elastic, electromagnetic wave equations; geometrical optics; scattering series and inversion; migration and backprojection; adjoint-state methods; Radon and curvilinear Radon transforms; microlocal analysis of imaging; optimization, regularization, and sparse regression.L. Demanet",Mathematics,2023
18.367 Waves and Imaging,"18.369[J] Mathematical Methods in Nanophotonics()(Same subject as8.315[J])Prereq:8.07,18.303, or permission of instructorUnits: 3-0-9High-level approaches to understanding complex optical media, structured on the scale of the wavelength, that are not generally analytically soluable. The basis for understanding optical phenomena such as photonic crystals and band gaps, anomalous diffraction, mechanisms for optical confinement, optical fibers (new and old), nonlinearities, and integrated optical devices. Methods covered include linear algebra and eigensystems for Maxwell's equations, symmetry groups and representation theory, Bloch's theorem, numerical eigensolver methods, time and frequency-domain computation, perturbation theory, and coupled-mode theories.S. G. Johnson",Mathematics,2023
18.369[J] Mathematical Methods in Nanophotonics,"18.376[J] Wave Propagation()Not offered regularly; consult department(Same subject as1.138[J],2.062[J])Prereq:2.003and18.075Units: 3-0-9Theoretical concepts and analysis of wave problems in science and engineering with examples chosen from elasticity, acoustics, geophysics, hydrodynamics, blood flow, nondestructive evaluation, and other applications.  Progressive waves, group velocity and dispersion, energy density and transport. Reflection, refraction and transmission of plane waves by an interface. Mode conversion in elastic waves. Rayleigh waves. Waves due to a moving load. Scattering by a two-dimensional obstacle.  Reciprocity theorems. Parabolic approximation. Waves on the sea surface. Capillary-gravity waves. Wave resistance. Radiation of surface waves. Internal waves in stratified fluids.  Waves in rotating media.  Waves in random media.T. R. Akylas, R. R. Rosales",Mathematics,2023
18.376[J] Wave Propagation,"18.377[J] Nonlinear Dynamics and Waves()(Same subject as1.685[J],2.034[J])Prereq: Permission of instructorUnits: 3-0-9A unified treatment of nonlinear oscillations and wave phenomena with applications to mechanical, optical, geophysical, fluid, electrical and flow-structure interaction problems. Nonlinear free and forced vibrations; nonlinear resonances; self-excited oscillations; lock-in phenomena.  Nonlinear dispersive and nondispersive waves; resonant wave interactions; propagation of wave pulses and nonlinear Schrodinger equation.  Nonlinear long waves and breaking; theory of characteristics; the Korteweg-de Vries equation; solitons and solitary wave interactions.  Stability of shear flows.  Some topics and applications may vary from year to year.Staff",Mathematics,2023
18.377[J] Nonlinear Dynamics and Waves,"18.384 Undergraduate Seminar in Physical Mathematics()Prereq:12.006,18.300,18.354, or permission of instructorUnits: 3-0-9Covers the mathematical modeling of physical systems, with emphasis on the reading and presentation of papers. Addresses a broad range of topics, with particular focus on macroscopic physics and continuum systems: fluid dynamics, solid mechanics, and biophysics. Instruction and practice in written and oral communication provided. Enrollment limited.N. Derr",Mathematics,2023
18.384 Undergraduate Seminar in Physical Mathematics,"18.385[J] Nonlinear Dynamics and Chaos()(Same subject as2.036[J])Prereq:18.03or18.032Units: 3-0-9Introduction to the theory of nonlinear dynamical systems with applications from science and engineering. Local and global existence of solutions, dependence on initial data and parameters. Elementary bifurcations, normal forms. Phase plane, limit cycles, relaxation oscillations, Poincare-Bendixson theory. Floquet theory. Poincare maps. Averaging. Near-equilibrium dynamics. Synchronization. Introduction to chaos. Universality. Strange attractors. Lorenz and Rossler systems. Hamiltonian dynamics and KAM theory. Uses MATLAB computing environment.Staff",Mathematics,2023
18.385[J] Nonlinear Dynamics and Chaos,18.397 Mathematical Methods in Physics()Not offered regularly; consult departmentPrereq:18.745or some familiarity with Lie theoryUnits: 3-0-9Content varies from year to year. Recent developments in quantum field theory require mathematical techniques not usually covered in standard graduate subjects.Staff,Mathematics,2023
18.397 Mathematical Methods in Physics,"18.400[J] Computability and Complexity Theory()(Same subject as6.1400[J])Prereq: (6.1200and6.1210) or permission of instructorUnits: 4-0-8Lecture:TR2.30-4(37-212)Recitation:F11(4-257) orF1(24-121)+finalMathematical introduction to the theory of computing. Rigorously explores what kinds of tasks can be efficiently solved with computers by way of finite automata, circuits, Turing machines, and communication complexity, introducing students to some major open problems in mathematics. Builds skills in classifying computational tasks in terms of their difficulty. Discusses other fundamental issues in computing, including the Halting Problem, the Church-Turing Thesis, the P versus NP problem, and the power of randomness.R. WilliamsTextbooks (Spring 2025)",Mathematics,2023
18.400[J] Computability and Complexity Theory,"18.404 Theory of Computation()(Subject meets with6.5400[J],18.4041[J])Prereq:6.1200or18.200Units: 4-0-8A more extensive and theoretical treatment of the material in 6.1400J/18.400J, emphasizing computability and computational complexity theory. Regular and context-free languages. Decidable and undecidable problems, reducibility, recursive function theory. Time and space measures on computation, completeness, hierarchy theorems, inherently complex problems, oracles, probabilistic computation, and interactive proof systems.M. Sipser",Mathematics,2023
18.404 Theory of Computation,"18.4041[J] Theory of Computation()(Same subject as6.5400[J])(Subject meets with18.404)Prereq:6.1200or18.200Units: 4-0-8A more extensive and theoretical treatment of the material in 6.1400J/18.400J, emphasizing computability and computational complexity theory. Regular and context-free languages. Decidable and undecidable problems, reducibility, recursive function theory. Time and space measures on computation, completeness, hierarchy theorems, inherently complex problems, oracles, probabilistic computation, and interactive proof systems. Students in Course 18 must register for the undergraduate version, 18.404.M. Sipser",Mathematics,2023
18.4041[J] Theory of Computation,"18.405[J] Advanced Complexity Theory()(Same subject as6.5410[J])Prereq:18.404Units: 3-0-9Lecture:TR11-12.30(4-163)Current research topics in computational complexity theory. Nondeterministic, alternating, probabilistic, and parallel computation models. Boolean circuits. Complexity classes and complete sets. The polynomial-time hierarchy. Interactive proof systems. Relativization. Definitions of randomness. Pseudo-randomness and derandomizations. Interactive proof systems and probabilistically checkable proofs.D. MinzerNo textbook information available",Mathematics,2023
18.405[J] Advanced Complexity Theory,18.408 Topics in Theoretical Computer Science()Prereq: Permission of instructorUnits: 3-0-9Study of areas of current interest in theoretical computer science. Topics vary from term to term.J. Kelner,Mathematics,2023
18.408 Topics in Theoretical Computer Science,"18.410[J] Design and Analysis of Algorithms(,)(Same subject as6.1220[J])Prereq:6.1200and6.1210Units: 4-0-8Lecture:TR11-12.30(32-123)Recitation:F9(36-112) orF10(36-112) orF11(36-112) orF12(36-112) orF1(36-112) orF2(36-112) orF3(36-112) orF10(24-121) orF11(4-265) orF12(4-265) orF1(4-265) orF2(24-121) orF3(24-121)+finalTechniques for the design and analysis of efficient algorithms, emphasizing methods useful in practice. Topics include sorting; search trees, heaps, and hashing; divide-and-conquer; dynamic programming; greedy algorithms; amortized analysis; graph algorithms; and shortest paths. Advanced topics may include network flow; computational geometry; number-theoretic algorithms; polynomial and matrix calculations; caching; and parallel computing.Fall:S. RaghuramanSpring:S. RaghuramanTextbooks (Spring 2025)",Mathematics,2023
18.410[J] Design and Analysis of Algorithms,"18.413 Introduction to Computational Molecular Biology()(Subject meets with18.417)Prereq:6.1210or permission of instructorUnits: 3-0-9Introduction to computational molecular biology with a focus on the basic computational algorithms used to solve problems in practice. Covers classical techniques in the field for solving problems such as genome sequencing, assembly, and search; detecting genome rearrangements; constructing evolutionary trees; analyzing mass spectrometry data; connecting gene expression to cellular function; and machine learning for drug discovery. Prior knowledge of biology is not required. Particular emphasis on problem solving, collaborative learning, theoretical analysis, and practical implementation of algorithms. Students taking graduate version complete additional and more complex assignments.B. Berger",Mathematics,2023
18.413 Introduction to Computational Molecular Biology,"18.415[J] Advanced Algorithms()(Same subject as6.5210[J])Prereq:6.1220and (6.1200,6.3700, or18.600)Units: 5-0-7First-year graduate subject in algorithms. Emphasizes fundamental algorithms and advanced methods of algorithmic design, analysis, and implementation. Surveys a variety of computational models and the algorithms for them. Data structures, network flows, linear programming, computational geometry, approximation algorithms, online algorithms, parallel algorithms, external memory, streaming algorithms.D. Karger",Mathematics,2023
18.415[J] Advanced Algorithms,"18.416[J] Randomized Algorithms()(Same subject as6.5220[J])Prereq: (6.1200or6.3700) and (6.1220or6.5210)Units: 5-0-7Studies how randomization can be used to make algorithms simpler and more efficient via random sampling, random selection of witnesses, symmetry breaking, and Markov chains. Models of randomized computation. Data structures: hash tables, and skip lists. Graph algorithms: minimum spanning trees, shortest paths, and minimum cuts. Geometric algorithms: convex hulls, linear programming in fixed or arbitrary dimension. Approximate counting; parallel algorithms; online algorithms; derandomization techniques; and tools for probabilistic analysis of algorithms.Staff",Mathematics,2023
18.416[J] Randomized Algorithms,"18.417 Introduction to Computational Molecular Biology()(Subject meets with18.413)Prereq:6.1210or permission of instructorUnits: 3-0-9Introduction to computational molecular biology with a focus on the basic computational algorithms used to solve problems in practice. Covers classical techniques in the field for solving problems such as genome sequencing, assembly, and search; detecting genome rearrangements; constructing evolutionary trees; analyzing mass spectrometry data; connecting gene expression to cellular function; and machine learning for drug discovery. Prior knowledge of biology is not required. Particular emphasis on problem solving, collaborative learning, theoretical analysis, and practical implementation of algorithms. Students taking graduate version complete additional and more complex assignments.B. Berger",Mathematics,2023
18.417 Introduction to Computational Molecular Biology,"18.418[J] Topics in Computational Molecular Biology()(Same subject asHST.504[J])Prereq:6.8701,18.417, or permission of instructorUnits: 3-0-9Covers current research topics in computational molecular biology. Recent research papers presented from leading conferences such as the International Conference on Computational Molecular Biology (RECOMB) and the Conference on Intelligent Systems for Molecular Biology (ISMB). Topics include original research (both theoretical and experimental) in comparative genomics, sequence and structure analysis, molecular evolution, proteomics, gene expression, transcriptional regulation, biological networks, drug discovery, and privacy. Recent research by course participants also covered. Participants will be expected to present individual projects to the class.B. Berger",Mathematics,2023
18.418[J] Topics in Computational Molecular Biology,"18.424 Seminar in Information Theory()Prereq: (6.3700,18.05, or18.600) and (18.06,18.700, or18.701)Units: 3-0-9Considers various topics in information theory, including data compression, Shannon's Theorems, and error-correcting codes. Students present and discuss the subject matter. Instruction and practice in written and oral communication provided. Enrollment limited.J. Gaitonde",Mathematics,2023
