title,description,department,year
8.04 Quantum Physics I,"8.04 Quantum Physics I()Prereq:8.03and (18.03or18.032)Units: 5-0-7Credit cannot also be received for8.041URL:http://web.mit.edu/physics/subjects/index.htmlLecture:MW9.30-11(6-120)Recitation:TR10(4-257) orTR11(4-257) orTR1(26-322) orTR2(26-322)+finalExperimental basis of quantum physics: photoelectric effect, Compton scattering, photons, Franck-Hertz experiment, the Bohr atom, electron diffraction, deBroglie waves, and wave-particle duality of matter and light. Introduction to wave mechanics: Schroedinger's equation, wave functions, wave packets, probability amplitudes, stationary states, the Heisenberg uncertainty principle, and zero-point energies. Solutions to Schroedinger's equation in one dimension: transmission and reflection at a barrier, barrier penetration, potential wells, the simple harmonic oscillator. Schroedinger's equation in three dimensions: central potentials and introduction to hydrogenic systems.A. HarrowTextbooks (Spring 2025)",Physics,2024
8.041 Quantum Physics I,"8.041 Quantum Physics I()Prereq:8.03and (18.03or18.032)Units: 2-0-10Credit cannot also be received for8.04Blended version of 8.04 using a combination of online and in-person instruction. Covers the experimental basis of quantum physics: Mach-Zender interferometers, the photoelectric effect, Compton scattering, and de Broglie waves. Heisenberg uncertainty principle and momentum space. Introduction to wave mechanics: Schroedinger's equation, probability amplitudes, and wave packets. Stationary states and the spectrum of one-dimensional potentials, including the variational principle, the Hellmann-Feynman lemma, the virial theorem, and the harmonic oscillator. Basics of angular momentum, central potentials, and the hydrogen atom. Introduction to the Stern-Gerlach experiment, spin one-half, spin operators, and spin states.B. Zwiebach",Physics,2024
8.044 Statistical Physics I,"8.044 Statistical Physics I()Prereq:8.03and18.03Units: 5-0-7Lecture:TR11-12.30(6-120)Recitation:MW10(26-204) orMW11(26-204) orMW2(26-322) orMW3(26-322)+finalIntroduction to probability, statistical mechanics, and thermodynamics. Random variables, joint and conditional probability densities, and functions of a random variable. Concepts of macroscopic variables and thermodynamic equilibrium, fundamental assumption of statistical mechanics, microcanonical and canonical ensembles. First, second, and third laws of thermodynamics. Numerous examples illustrating a wide variety of physical phenomena such as magnetism, polyatomic gases, thermal radiation, electrons in solids, and noise in electronic devices. Concurrent enrollment in 8.04 is recommended.R. FletcherTextbooks (Spring 2025)",Physics,2024
8.05 Quantum Physics II,"8.05 Quantum Physics II()Prereq:8.04or8.041Units: 5-0-7Credit cannot also be received for8.051Vector spaces, linear operators, and matrix representations.  Inner products and adjoint operators. Commutator identities. Dirac's Bra-kets. Uncertainty principle and energy-time version. Spectral theorem and complete set of commuting observables. Schrodinger and Heisenberg pictures.  Axioms of quantum mechanics. Coherent states and nuclear magnetic resonance. Multiparticle states and tensor products. Quantum teleportation, EPR and Bell inequalities. Angular momentum and central potentials. Addition of angular momentum. Density matrices, pure and mixed states, decoherence.S. Choi",Physics,2024
8.051 Quantum Physics II,"8.051 Quantum Physics II()Prereq:8.04and permission of instructorUnits: 2-0-10Credit cannot also be received for8.05Lecture:MW10(56-114)+finalBlended version of 8.05 using a combination of online and in-person instruction. Together with 8.06 covers quantum physics with applications drawn from modern physics. General formalism of quantum mechanics: states, operators, Dirac notation, representations, measurement theory. Harmonic oscillator: operator algebra, states. Quantum mechanics in three dimensions: central potentials and the radial equation, bound and scattering states, qualitative analysis of wave functions. Angular momentum: operators, commutator algebra, eigenvalues and eigenstates, spherical harmonics. Spin: Stern-Gerlach devices and measurements, nuclear magnetic resonance, spin and statistics. Addition of angular momentum: Clebsch-Gordan series and coefficients, spin systems, and allotropic forms of hydrogen. Limited to 20.B. ZwiebachTextbooks (Spring 2025)",Physics,2024
8.06 Quantum Physics III,"8.06 Quantum Physics III()Prereq:8.05Units: 5-0-7Lecture:TR9.30-11(6-120)Recitation:MW10(26-322) orMW11(26-322)+finalContinuation of 8.05. Units: natural units, scales of microscopic phenomena, applications. Time-independent approximation methods: degenerate and nondegenerate perturbation theory, variational method, Born-Oppenheimer approximation, applications to atomic and molecular systems. The structure of one- and two-electron atoms: overview, spin-orbit and relativistic corrections, fine structure, variational approximation, screening, Zeeman and Stark effects. Charged particles in a magnetic field: Landau levels and integer quantum hall effect. Scattering: general principles, partial waves, review of one-dimension, low-energy approximations, resonance, Born approximation. Time-dependent perturbation theory. Students research and write a paper on a topic related to the content of 8.05 and 8.06.M. IvanovNo textbook information available",Physics,2024
8.07 Electromagnetism II,"8.07 Electromagnetism II()Prereq:8.03and18.03Units: 4-0-8Survey of basic electromagnetic phenomena: electrostatics, magnetostatics; electromagnetic properties of matter. Time-dependent electromagnetic fields and Maxwell's equations. Electromagnetic waves, emission, absorption, and scattering of radiation. Relativistic electrodynamics and mechanics.L. Fu",Physics,2024
8.08 Statistical Physics II,"8.08 Statistical Physics II()Prereq:8.044and8.05Units: 4-0-8Introduction to stochastic dynamics, in and out of equilibrium, from single to many-body systems. Topics include: Langevin and Fokker Planck equations, Stochastic thermodynamics, Markov chains, and ratchet currents. Methods are illustrated on examples ranging from soft matter physics to biophysics including colloid dynamics, bacterial motion, and active matter. Applications outside physics are discussed, such as epidemic spreading and econophysics.J. TailleurTextbooks (IAP 2025)",Physics,2024
8.09 Classical Mechanics III,"8.09 Classical Mechanics III()(Subject meets with8.309)Prereq:8.223Units: 4-0-8Lecture:TR9.30-11(3-370)Recitation:F1(26-328) orF2(26-328)+finalCovers Lagrangian and Hamiltonian mechanics, systems with constraints, rigid body dynamics, vibrations, central forces, Hamilton-Jacobi theory, action-angle variables, perturbation theory, and continuous systems. Provides an introduction to ideal and viscous fluid mechanics, including turbulence, as well as an introduction to nonlinear dynamics, including chaos. Students taking graduate version complete different assignments.S. MillhollandTextbooks (Spring 2025)",Physics,2024
8.10 Exploring and Communicating Physics (and other) Frontiers,"8.10 Exploring and Communicating Physics (and other) Frontiers()Not offered regularly; consult departmentPrereq: NoneUnits: 2-0-0 [P/D/F]Features a series of 12 interactive sessions that span a wide variety of topics at the frontiers of science - e.g., quantum computing, dark matter, the nature of time - and encourage independent thinking. Discussions draw from the professor's published pieces in periodicals as well as short excerpts from his books.  Also discusses, through case studies, the process of writing and re-writing. Subject can count toward the 6-unit discovery-focused credit limit for first year students.F. Wilczek",Physics,2024
8.13 Experimental Physics I,"8.13 Experimental Physics I(,)Prereq:8.04Units: 0-6-12URL:http://web.mit.edu/physics/subjects/index.htmlLab:TR9-12(4-361) orTR2-5(4-361)First in a two-term advanced laboratory sequence in modern physics focusing on the professional and personal development of the student as a scientist through the medium of experimental physics. Experimental options cover special relativity, experimental foundations of quantum mechanics, atomic structure and optics, statistical mechanics, and nuclear and particle physics. Uses modern physics experiments to develop laboratory technique, systematic troubleshooting, professional scientific attitude, data analysis skills and reasoning about uncertainty. Provides extensive training in oral and written communication methods. Limited to 12 students per section.Fall:G. RolandSpring:G. RolandNo textbook information available",Physics,2024
8.14 Experimental Physics II,"8.16 Data Science in Physics()(Subject meets with8.316)Prereq:8.04and (6.100A,6.100B, or permission of instructor)Units: 3-0-9Lecture:MW2.30-4(36-112)Aims to present modern computational methods by providing realistic, contemporary examples of how these computational methods apply to physics research. Designed around research modules in which each module provides experience with a specific scientific challenge. Modules include: analyzing LIGO open data; measuring electroweak boson to quark decays; understanding the cosmic microwave background; and lattice QCD/Ising model. Experience in Python helpful but not required. Lectures are viewed outside of class; in-class time is dedicated to problem-solving and discussion. Students taking graduate version complete additional assignments.P. HarrisTextbooks (Spring 2025)",Physics,2024
8.16 Data Science in Physics,"8.18 Research Problems in Undergraduate Physics(,,,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.Opportunity for undergraduates to engage in experimental or theoretical research under the supervision of a staff member. Specific approval required in each case.Fall:S. RobinsonIAP:S. RobinsonSpring:StaffSummer:S. RobinsonNo textbook information available",Physics,2024
8.18 Research Problems in Undergraduate Physics,"8.19 Readings in Physics(,,,)Prereq: NoneUnits arranged [P/D/F]TBA.Supervised reading and library work. Choice of material and allotment of time according to individual needs. For students who want to do work not provided for in the regular subjects. Specific approval required in each case.Fall:L. WinslowIAP:L. WinslowSpring:L. WinslowSummer:L. WinslowNo textbook information available",Physics,2024
8.19 Readings in Physics,"8.20 Introduction to Special Relativity()Prereq:Calculus I (GIR)andPhysics I (GIR)Units: 2-0-7Introduces the basic ideas and equations of Einstein's special theory of relativity. Topics include Lorentz transformations, length contraction and time dilation, four vectors, Lorentz invariants, relativistic energy and momentum, relativistic kinematics, Doppler shift, space-time diagrams, relativity paradoxes, and some concepts of general relativity. Intended for freshmen and sophomores. Not usable as a restricted elective by Physics majors. Credit cannot be received for 8.20 if credit for 8.033 is or has been received in the same or prior terms.Y. LeeNo textbook information available",Physics,2024
8.20 Introduction to Special Relativity,"8.21 Physics of Energy()Prereq:Calculus II (GIR),Chemistry (GIR), andPhysics II (GIR)Units: 5-0-7Lecture:MW2.30-4(26-328)Recitation:TR3(2-146)A comprehensive introduction to the fundamental physics of energy systems that emphasizes quantitative analysis. Focuses on the fundamental physical principles underlying energy processes and on the application of these principles to practical calculations. Applies mechanics and electromagnetism to energy systems; introduces and applies basic ideas from thermodynamics, quantum mechanics, and nuclear physics. Examines energy sources, conversion, transport, losses, storage, conservation, and end uses. Analyzes the physics of side effects, such as global warming and radiation hazards. Provides students with technical tools and perspective to evaluate energy choices quantitatively at both national policy and personal levels.M. EvansTextbooks (Spring 2025)",Physics,2024
8.21 Physics of Energy,"8.223 Classical Mechanics II()Prereq:Calculus II (GIR)andPhysics I (GIR)Units: 2-0-4A broad, theoretical treatment of classical mechanics, useful in its own right for treating complex dynamical problems, but essential to understanding the foundations of quantum mechanics and statistical physics. Generalized coordinates, Lagrangian and Hamiltonian formulations, canonical transformations, and Poisson brackets. Applications to continuous media. The relativistic Lagrangian and Maxwell's equations.M. WilliamsTextbooks (IAP 2025)",Physics,2024
8.223 Classical Mechanics II,"8.224 Exploring Black Holes: General Relativity and Astrophysics()Not offered regularly; consult departmentPrereq:8.033or8.20Units: 3-0-9Study of physical effects in the vicinity of a black hole as a basis for understanding general relativity, astrophysics, and elements of cosmology. Extension to current developments in theory and observation. Energy and momentum in flat space-time; the metric; curvature of space-time near rotating and nonrotating centers of attraction; trajectories and orbits of particles and light; elementary models of the Cosmos. Weekly meetings include an evening seminar and recitation. The last third of the term is reserved for collaborative research projects on topics such as the Global Positioning System, solar system tests of relativity, descending into a black hole, gravitational lensing, gravitational waves, Gravity Probe B, and more advanced models of the cosmos. Subject has online components that are open to selected MIT alumni. Alumni wishing to participate should contact Professor Bertschinger at edbert@mit.edu. Limited to 40.Staff",Physics,2024
8.224 Exploring Black Holes: General Relativity and Astrophysics,"8.225[J] Einstein, Oppenheimer, Feynman: Physics in the 20th Century()(Same subject asSTS.042[J])Prereq: NoneUnits: 3-0-9Explores the changing roles of physics and physicists during the 20th century. Topics range from relativity theory and quantum mechanics to high-energy physics and cosmology. Examines the development of modern physics within shifting institutional, cultural, and political contexts, such as physics in Imperial Britain, Nazi Germany, US efforts during World War II, and physicists' roles during the Cold War. Enrollment limited.D. I. Kaiser",Physics,2024
"8.225[J] Einstein, Oppenheimer, Feynman: Physics in the 20th Century","8.226 Forty-three Orders of Magnitude()Prereq: (8.04and8.044) or permission of instructorUnits: 3-0-9Lecture:TR1-2.30(4-265)Examines the widespread societal implications of current scientific discoveries in physics across forty-three orders of magnitude in length scale.  Addresses topics ranging from climate change to nuclear nonproliferation.  Students develop their ability to express concepts at a level accessible to the public and to present a well-reasoned argument on a topic that is a part of the national debate.  Requires diverse writing assignments, including substantial papers. Enrollment limited.J. GoreNo textbook information available",Physics,2024
8.226 Forty-three Orders of Magnitude,"8.228 Relativity II()Prereq:8.033or permission of instructorUnits: 2-0-4URL: IAP URL:https://physics.mit.edu/faculty/tracy-slatyer/A fast-paced and intensive introduction to general relativity, covering advanced topics beyond the 8.033 curriculum. Provides students with a foundation for research relying on knowledge of general relativity, including gravitational waves and cosmology. Additional topics in curvature, weak gravity, and cosmology.M. VogelsbergerNo textbook information available",Physics,2024
8.228 Relativity II,"8.231 Physics of Solids I()Prereq:8.044;Coreq:8.05Units: 4-0-8Introduction to the basic concepts of the quantum theory of solids. Topics: periodic structure and symmetry of crystals; diffraction; reciprocal lattice; chemical bonding; lattice dynamics, phonons, thermal properties; free electron gas; model of metals; Bloch theorem and band structure, nearly free electron approximation; tight binding method; Fermi surface; semiconductors, electrons, holes, impurities; optical properties, excitons; and magnetism.L. Ju",Physics,2024
8.231 Physics of Solids I,"8.241 Introduction to Biological Physics()Prereq:Physics II (GIR)and (8.044or (5.601and5.602))Units: 4-0-8Credit cannot also be received for20.315,20.415Introduces the main concepts of biological physics, with a focus on biophysical phenomena at the molecular and cellular scales. Presents the role of entropy and diffusive transport in living matter; challenges to life resulting from the highly viscous environment present at microscopic scales, including constraints on force, motion and transport within cells, tissues, and fluids; principles of how cellular machinery (e.g., molecular motors) can convert electro-chemical energy sources to mechanical forces and motion. Also covers polymer physics relevant to DNA and other biological polymers, including the study of configurations, fluctuations, rigidity, and entropic elasticity. Meets with 20.315 and 20.415 when offered concurrently.Staff",Physics,2024
8.241 Introduction to Biological Physics,"8.245[J] Viruses, Pandemics, and Immunity()Not offered regularly; consult department(Same subject as5.003[J],10.382[J],HST.439[J])(Subject meets with5.002[J],10.380[J],HST.438[J])Prereq: NoneUnits: 2-0-1Covers the history of infectious diseases, basics of virology, immunology, and epidemiology, and ways in which diagnostic tests, vaccines, and antiviral therapies are currently designed and manufactured. Examines the origins of inequities in infection rates in society, and issues pertinent to vaccine safety. Final project explores how to create a more pandemic-resilient world. HST.438 intended for first-year students; all others should take HST.439.A. Chakraborty",Physics,2024
"8.245[J] Viruses, Pandemics, and Immunity","8.251 String Theory for Undergraduates()Prereq:8.033,8.044, and8.05Units: 4-0-8Credit cannot also be received for8.821Introduction to the main concepts of string theory, i.e., quantum mechanics of a relativistic string. Develops aspects of string theory and makes it accessible to students familiar with basic electromagnetism and statistical mechanics, including the study of D-branes and string thermodynamics.  Meets with 8.821 when offered concurrently.H. Liu",Physics,2024
8.251 String Theory for Undergraduates,"8.276 Nuclear and Particle Physics()Not offered regularly; consult departmentPrereq:8.033and8.04Units: 4-0-8Presents a modern view of the fundamental structure of matter. Starting from the Standard Model, which views leptons and quarks as basic building blocks of matter, establishes the properties and interactions of these particles. Explores applications of this phenomenology to both particle and nuclear physics. Emphasizes current topics in nuclear and particle physics research at MIT. Intended for students with a basic knowledge of relativity and quantum physics concepts.Staff",Physics,2024
8.276 Nuclear and Particle Physics,"8.277 Introduction to Particle Accelerators(,,)Not offered regularly; consult departmentPrereq: (6.2300or8.07) and permission of instructorUnits arrangedPrinciples of acceleration: beam properties; linear accelerators, synchrotrons, and storage rings. Accelerator technologies: radio frequency cavities, bending and focusing magnets, beam diagnostics. Particle beam optics and dynamics. Special topics: measures of accelerators performance in science, medicine and industry; synchrotron radiation sources; free electron lasers; high-energy colliders; and accelerators for radiation therapy. May be repeated for credit for a maximum of 12 units.Staff",Physics,2024
8.277 Introduction to Particle Accelerators,"8.282[J] Introduction to Astronomy()(Same subject as12.402[J])Prereq:Physics I (GIR)Units: 3-0-6Lecture:TR1-2.30(4-231)+finalQuantitative introduction to the physics of planets, stars, galaxies and our universe, from origin to ultimate fate, with emphasis on the physics tools and observational techniques that enable our understanding. Topics include our solar system, extrasolar planets; our Sun and other ""normal"" stars, star formation, evolution and death, supernovae, compact objects (white dwarfs, neutron stars, pulsars, stellar-mass black holes); galactic structure, star clusters, interstellar medium, dark matter; other galaxies, quasars, supermassive black holes, gravitational waves; cosmic large-scale structure, origin, evolution and fate of our universe, inflation, dark energy, cosmic microwave background radiation, gravitational lensing, 21cm tomography. Not usable as a restricted elective by Physics majors.M. TegmarkNo textbook information available",Physics,2024
8.282[J] Introduction to Astronomy,"8.284 Modern Astrophysics()Prereq:8.04Units: 3-0-9Application of physics (Newtonian, statistical, and quantum mechanics; special and general relativity) to fundamental processes that occur in celestial objects. Includes main-sequence stars, collapsed stars (white dwarfs, neutron stars, and black holes), pulsars, galaxies, active galaxies, quasars, and cosmology. Electromagnetic and gravitational radiation signatures of astrophysical phenomena explored through examination of observational data. No prior knowledge of astronomy required.M. Mcdonald",Physics,2024
8.284 Modern Astrophysics,"8.286 The Early Universe()Prereq:Physics II (GIR)and18.03Units: 3-0-9Introduction to modern cosmology. First half deals with the development of the big bang theory from 1915 to 1980, and latter half with recent impact of particle theory. Topics: special relativity and the Doppler effect, Newtonian cosmological models, introduction to non-Euclidean spaces, thermal radiation and early history of the universe, big bang nucleosynthesis, introduction to grand unified theories and other recent developments in particle theory, baryogenesis, the inflationary universe model, and the evolution of galactic structure.A. Guth",Physics,2024
8.286 The Early Universe,"8.287[J] Observational Techniques of Optical Astronomy()(Same subject as12.410[J])Prereq:8.282,12.409, or other introductory astronomy courseUnits: 3-4-8Fundamental physical and optical principles used for astronomical measurements at visible wavelengths and practical methods of astronomical observations. Topics: astronomical coordinates, time, optics, telescopes, photon counting, signal-to-noise ratios, data analysis (including least-squares model fitting), limitations imposed by the Earth's atmosphere on optical observations, CCD detectors, photometry, spectroscopy, astrometry, and time variability. Project at Wallace Astrophysical Observatory. Written and oral project reports. Limited to 18; preference to Course 8 and Course 12 majors and minors.M. Person, R. Teague",Physics,2024
8.287[J] Observational Techniques of Optical Astronomy,"8.290[J] Extrasolar Planets: Physics and Detection Techniques()(Same subject as12.425[J])(Subject meets with12.625)Prereq:8.03and18.03Units: 3-0-9Presents basic principles of planet atmospheres and interiors applied to the study of extrasolar planets. Focuses on fundamental physical processes related to observable extrasolar planet properties. Provides a quantitative overview of detection techniques. Introduction to the feasibility of the search for Earth-like planets, biosignatures and habitable conditions on extrasolar planets. Students taking graduate version complete additional assignments.S. Seager",Physics,2024
8.290[J] Extrasolar Planets: Physics and Detection Techniques,"8.292[J] Fluid Physics()(Same subject as1.066[J],12.330[J])Prereq:5.60,8.044, or permission of instructorUnits: 3-0-9Lecture:TR3.30-5(5-217)A physics-based introduction to the properties of fluids and fluid systems, with examples drawn from a broad range of sciences, including atmospheric physics and astrophysics. Definitions of fluids and the notion of continuum. Equations of state and continuity, hydrostatics and conservation of momentum; ideal fluids and Euler's equation; viscosity and the Navier-Stokes equation. Energy considerations, fluid thermodynamics, and isentropic flow. Compressible versus incompressible and rotational versus irrotational flow; Bernoulli's theorem; steady flow, streamlines and potential flow. Circulation and vorticity. Kelvin's theorem. Boundary layers. Fluid waves and instabilities. Quantum fluids.L. BourouibaNo textbook information available",Physics,2024
8.292[J] Fluid Physics,"8.295 Practical Experience in Physics(,,,)Prereq: NoneUnits: 0-1-0 [P/D/F]TBA.For Course 8 students participating in off-campus experiences in physics. Before registering for this subject, students must have an internship offer from a company or organization and must identify a Physics advisor. Upon completion of the project, student must submit a letter from the company or organization describing the work accomplished, along with a substantive final report from the student approved by the MIT advisor. Subject to departmental approval. Consult departmental academic office.Fall:L. WinslowIAP:L. WinslowSpring:L. WinslowSummer:L. WinslowNo textbook information available",Physics,2024
8.295 Practical Experience in Physics,"8.298 Selected Topics in Physics(,,,)Prereq: Permission of instructorUnits arrangedTBA.Presentation of topics of current interest, with content varying from year to year.L. WinslowNo textbook information available",Physics,2024
8.298 Selected Topics in Physics,"8.299 Physics Teaching(,)Prereq: NoneUnits arranged [P/D/F]TBA.For qualified undergraduate students interested in gaining some experience in teaching. Laboratory, tutorial, or classroom teaching under the supervision of a faculty member. Students selected by interview.Fall:L. WinslowSpring:Winslow, LindleyNo textbook information available",Physics,2024
8.299 Physics Teaching,"8.EPE UPOP Engineering Practice Experience(,,)Engineering School-Wide Elective Subject.(Offered under:1.EPE,2.EPE,3.EPE,6.EPE,8.EPE,10.EPE,15.EPE,16.EPE,20.EPE,22.EPE)Prereq: NoneUnits: 0-0-1 [P/D/F]Lab:M11(3-333) orM1(1-390) orT1(3-333) orF11(3-333) orF1(3-333)Provides students with skills to prepare for and excel in the world of industry. Emphasizes practical application of career theory and professional development concepts. Introduces students to relevant and timely resources for career development, provides students with tools to embark on a successful internship search, and offers networking opportunities with employers and MIT alumni. Students work in groups, led by industry mentors, to improve their resumes and cover letters, interviewing skills, networking abilities, project management, and ability to give and receive feedback. Objective is for students to be able to adapt and contribute effectively to their future employment organizations. A total of two units of credit is awarded for completion of the fall and subsequent spring term offerings. Application required; consult UPOP website for more information.Fall:T. DeRoche. M. Vazquez SanchezIAP:T. DeRoche. M. Vazquez SanchezSpring:T. DeRoche. M. Vazquez SanchezNo textbook information available",Physics,2024
8.EPE UPOP Engineering Practice Experience,8.S014 Special Subject: Physics(New)()Prereq: NoneUnits: 2-0-4Opportunity for group study of subjects in physics not otherwise included in the curriculum.K. RajagopalNo required or recommended textbooks,Physics,2024
8.S014 Special Subject: Physics(New),8.S02 Special Subject:  Physics()Not offered regularly; consult departmentPrereq: NoneUnits: 1-0-2 [P/D/F]Opportunity for group study of subjects in physics not otherwise included in the curriculum.P. Dourmashkin,Physics,2024
8.S02 Special Subject:  Physics,8.S198 Special Subject: Physics(New)()Prereq: NoneUnits arrangedLecture:TR2-3.30(13-1143)Opportunity for group study of subjects in physics not otherwise included in the curriculum.W. BarlettaNo textbook information available,Physics,2024
8.S198 Special Subject: Physics(New),"8.S199 Special Subject: Physics(New)(,,)Not offered regularly; consult departmentPrereq: NoneUnits arranged [P/D/F]Opportunity for group study of subjects in physics not otherwise included in the curriculum.Staff",Physics,2024
8.S199 Special Subject: Physics(New),8.S227 Special Subject:  Physics()Not offered regularly; consult departmentPrereq: NoneUnits: 3-0-9Opportunity for group study of subjects in physics not otherwise included in the curriculum.Staff,Physics,2024
8.S227 Special Subject:  Physics,8.S271 Special Subject:  Physics()Not offered regularly; consult departmentPrereq: NoneUnits: 2-0-4Opportunity for group study of subjects in physics not otherwise included in the curriculum.R. Redwine,Physics,2024
8.S271 Special Subject:  Physics,8.S30 Special Subject:  Physics()Prereq: NoneUnits arrangedOpportunity for group study of subjects in physics not otherwise included in the curriculum.A. Frebel,Physics,2024
8.S30 Special Subject:  Physics,8.S50 Special Subject:  Physics()Not offered regularly; consult departmentPrereq: NoneUnits arranged [P/D/F]Opportunity for group study of subjects in physics not otherwise included in the curriculum.Staff,Physics,2024
8.S50 Special Subject:  Physics,"8.UR Undergraduate Research(,,,)Prereq: NoneUnits arranged [P/D/F]TBA.Research opportunities in physics. For further information, contact the departmental UROP coordinator.Fall:Winslow, LindleyIAP:Winslow, LindleySpring:Winslow, LindleySummer:Winslow, LindleyTextbooks arranged individually",Physics,2024
8.UR Undergraduate Research,"8.THU Undergraduate Physics Thesis(,,,)Prereq: NoneUnits arrangedTBA.Program of research leading to the writing of an S.B. thesis; to be arranged by the student under approved supervision.Fall:Winslow, LindleyIAP:Winslow, LindleySpring:Winslow, LindleySummer:Winslow, LindleyTextbooks arranged individually",Physics,2024
Introductory Biology,"All five subjects cover the same core material, comprising about 50% of the course, while the remaining material is specialized for each version as described below.  Core material includes fundamental principles of biochemistry, genetics, molecular biology, and cell biology.  These topics address structure and regulation of genes, structure and synthesis of proteins, how these molecules are integrated into cells and how cells communicate with one another.7.012 Introductory Biology()Prereq: NoneUnits: 5-0-7Credit cannot also be received for7.013,7.014,7.015,7.016,ES.7012,ES.7013Exploration into biochemistry and structural biology, molecular and cell biology, genetics and immunology, and viruses and bacteria. Special topics can include cancer biology, aging, and the human microbiome project. Enrollment limited to seating capacity of classroom. Admittance may be controlled by lottery.O. Corradin, E. Lander7.013 Introductory Biology()Prereq: NoneUnits: 5-0-7Credit cannot also be received for7.012,7.014,7.015,7.016,ES.7012,ES.7013URL:https://biology.mit.edu/undergraduate/course-requirements/general-institute-requirement/Genomic approaches to human biology, including neuroscience, development, immunology, tissue repair and stem cells, tissue engineering, and infectious and inherited diseases, including cancer.
 Enrollment limited to seating capacity of classroom. Admittance may be controlled by lottery.Staff7.014 Introductory Biology()Units: 5-0-7Credit cannot also be received for7.012,7.013,7.015,7.016,ES.7012,ES.7013Lecture:MWF11(54-100)Recitation:TR9(26-204) orTR10(26-204,VIRTUAL) orTR11(26-204) orTR12(26-204) orTR1(26-204) orTR2(26-204) orTR3(26-204)+finalStudies the fundamental principles of biology and their application towards understanding the Earth as a dynamic system shaped by life. Focuses on environmental life science with an emphasis on biogeochemistry, population genetics, population and community ecology, evolution, and the impact of climate change. Enrollment limited to seating capacity of classroom. Admittance may be controlled by lottery.G. C. Walker, D. Des MaraisTextbooks (Spring 2025)",Biology,2024
7.012 Introductory Biology,"7.012 Introductory Biology()Prereq: NoneUnits: 5-0-7Credit cannot also be received for7.013,7.014,7.015,7.016,ES.7012,ES.7013Exploration into biochemistry and structural biology, molecular and cell biology, genetics and immunology, and viruses and bacteria. Special topics can include cancer biology, aging, and the human microbiome project. Enrollment limited to seating capacity of classroom. Admittance may be controlled by lottery.O. Corradin, E. Lander",Biology,2024
7.013 Introductory Biology,"7.013 Introductory Biology()Prereq: NoneUnits: 5-0-7Credit cannot also be received for7.012,7.014,7.015,7.016,ES.7012,ES.7013URL:https://biology.mit.edu/undergraduate/course-requirements/general-institute-requirement/Genomic approaches to human biology, including neuroscience, development, immunology, tissue repair and stem cells, tissue engineering, and infectious and inherited diseases, including cancer.
 Enrollment limited to seating capacity of classroom. Admittance may be controlled by lottery.Staff",Biology,2024
7.014 Introductory Biology,"7.015 Introductory Biology()Prereq: NoneUnits: 5-0-7Credit cannot also be received for7.012,7.013,7.014,7.016,ES.7012,ES.7013Emphasizes the application of fundamental biological principles to modern, trending topics in biology. Specific modules focus on antibiotic resistance, biotechnology (e.g., genetically-modified organisms and CRISPR-based genome editing), personal genetics and genomics, viruses and vaccines, ancient DNA, and the metabolism of drugs. Includes discussion of the social and ethical issues surrounding modern biology.  Limited to 60; admittance may be controlled by lottery.M. Laub, S. Vos",Biology,2024
7.015 Introductory Biology,"7.016 Introductory Biology()Prereq: NoneUnits: 5-0-7Credit cannot also be received for7.012,7.013,7.014,7.015,ES.7012,ES.7013Lecture:MWF10(54-100)Recitation:TR9(35-308) orTR10(35-308,8-205,26-210) orTR11(VIRTUAL) orTR12(26-210) orTR1(26-210) orTR2(26-210) orTR3(26-210)+finalIntroduction to fundamental principles of biochemistry, molecular biology and genetics for understanding the functions of living systems. Covers examples of the use of chemical biology, the use of genetics in biological discovery, principles of cellular organization and communication, immunology, cancer, and engineering biological systems. In addition, includes 21st-century molecular genetics in understanding human health and therapeutic intervention. Enrollment limited to seating capacity of classroom. Admittance may be controlled by lottery.S. Hrvatin, A. MartinTextbooks (Spring 2025)",Biology,2024
7.016 Introductory Biology,"7.00 COVID-19, SARS-CoV-2 and the Pandemic()Prereq: NoneUnits: 1-0-1 [P/D/F]Lectures by leading experts on the fundamentals of COVID-19 epidemiology, coronavirus and host cell biology, immunity, vaccine development, clinical disease and therapy. Subject can count toward the 6-unit discovery-focused credit limit for first year students.R. Young, F. Batista",Biology,2024
"7.00 COVID-19, SARS-CoV-2 and the Pandemic","7.002 Fundamentals of Experimental Molecular Biology(,)Prereq: NoneUnits: 1-4-1Lecture:M1-2.30(32-141)Lab:W1-4.30(68-074) orF1-4.30(68-074)Introduces the experimental concepts and methods of molecular biology. Covers basic principles of experimental design and data analysis, with an emphasis on the acquisition of practical laboratory experience. Satisfies 6 units of Institute Laboratory credit. Satisfies biology laboratory credit for pre-health professions. Enrollment limited.Fall:T. Baker, T. SchwartzSpring:T. SchwartzNo required or recommended textbooks",Biology,2024
